title,category,sub_category,price,sale_price,country,alcohol,volume,brand,url,scrapped_time,desc_1,desc_2,desc_3
J&B Rare 1L,Whisky,Regular Whisky,"7,000","6,400",Scotland,40%,1L,J&B,https://liquorworld.com.np/product/jb-rare-1l/,2023-09-25,"Inspired by an Italian, created in London, distilled in Scotland, the J&B Rare is the original result of blending 42 single malt and grain whiskies and carefully blends them to create a subtle, smooth and complex flavour.","A creation that defied whisky conventions, which comes in and comes out as a unique style featuring a smooth, fruity taste that brings freshness to each and every one of our modern mixes and surprising flavours.","Nose: Soft, with a subtle floral and fruity aroma."
J89 Select Cask Double Wood 12 Years 750ML,Whisky,Domestic Whisky,"4,512","4,285",Nepal,42.8%,750ML,J89,https://liquorworld.com.np/product/j89-select-cask-double-wood-12-years-750ml/,2023-09-25,"Quality barley is the foundation to any good whisky. This is why the J89 Double Wood Edition finds its origin in the finest selection of Scottish barley, which creates the base for the final rich, aromatic flavors.","By blending our 12-year-old Scotch Malts with matured spirits, aging it in Scottish J White Oak Barrels, and finishing it in the celebrated Pedro Ximenez Sherry Casks from Spain, we have concocted a unique whisky that brings you a complex yet rich flavor profile and depth.",COLOUR: Light amber hue intertwined with gleams of gold.
Barahsinghe Craft Hazy IPA 330ML x 24 Bottles,Beer,Beer Case,"5,400","5,130",Nepal,5.5%,330ML x 24 Bottles,Barahsinghe,https://liquorworld.com.np/product/barahsinghe-craft-hazy-ipa-330ml-x-24-bottles/,2023-09-25,"Barahsinghe Hazy IPA, a version of India Pale Ale, has a signature hazy appearance, fruity, juicy flavours without the extreme bitterness.","Brewed using an array of nine aromatic hops. Our Hazy IPA is dry-hopped with the hops varieties from the USA and England, which provides a more fruit-forward flavour and aroma and moderate bitterness.","Combines Maris Otter malt, malted wheat, oats, aromatic malts along with nine hop varieties. The marisotter malt adds a rich malty, nutty flavour, and the wheat and oats give our beer a hazy appearance and creamy, soft mouthfeel. The use of different aromatic hops imparts flavours and aromas of mango, orange, pineapple, peach and berries."
Nepal Ice Craft Pilsner 330ML x 24 Bottles,Beer,Beer Case,"4,560","4,330",Nepal,5%,330ML x 24 Bottles,Nepal Ice Pilsner,https://liquorworld.com.np/product/nepal-ice-craft-pilsner-330ml-x-24-bottles/,2023-09-25,Nepal Ice Craft Pilsner brings thirst quenching aromatic flavour to satisfy your palate.,"It is delicious and crisp, with a perfect hop balance.",
Tuborg 330ML x 24 Bottles + 2 Bottles Free,Beer,Beer Case,"5,280","5,015",Nepal,5.5%,330ML,Tuborg,https://liquorworld.com.np/product/tuborg-330ml-x-24-bottles-2-bottles-free/,2023-09-25,"Tuborg is a bottom-fermented larger beer. It’s brewed on lager malt, a slightly roasted, bright type of malt which result is the well-known mild, fresh taste and aroma of flowers and grain. The beer is medium rich and lively with a moderate bitterness in the aftertaste.","Launched in Nepal in 1990 and enjoyed worldwide since 1880, Tuborg is the largest selling, most preferred and therefore the number 1 beer brand in Nepal.",Tuborg recently unveiled its new look with the innovative Pull-Off Cap for the first time in Nepal.
Nepal Ice Xtra Strong Bottle 330ML,Beer,Domestic Beer, 167,N/A,Nepal,8%,330ML,Nepal Ice,https://liquorworld.com.np/product/nepal-ice-xtra-strong-bottle-330ml/,2023-09-25,"The excellent taste of Nepal comes from the perfect blend of the finest malts and grains, best hops and pure yeast.","Ingredients: Malted barley, hops, rice, yeast, and water.",
Nepal Ice Xtra Strong 330ML x 24 Bottles,Beer,Beer Case,"4,008","3,800",Nepal,8%,330ML x 24 Bottles,Nepal Ice,https://liquorworld.com.np/product/nepal-ice-xtra-strong-330ml-x-24-bottles/,2023-09-25,"The excellent taste of Nepal comes from the perfect blend of the finest malts and grains, best hops and pure yeast.","Ingredients: Malted barley, hops, rice, yeast, and water.",
Barahsinghe Craft Maris Otter Pale Ale Bottle 650ML,Beer,Domestic Beer, 445,N/A,Nepal,5.5%,650ML,Barahsinghe,https://liquorworld.com.np/product/barahsinghe-craft-maris-otter-pale-ale-bottle-650ml/,2023-09-25,Barahsinghe Pale Ale is brewed with Maris Otter Malt from England and Aromatic Hops.,"This English-style Pale Ale has a malty, full-bodied profile along with balanced hop bitterness and fruity notes.",Ingredients:
Barahsinghe Craft Maris Otter Pale Ale 650ML x 12 Bottles,Beer,Beer Case,"5,340","5,070",Nepal,5.5%,650ML x 12 Bottles,Barahsinghe,https://liquorworld.com.np/product/barahsinghe-craft-maris-otter-pale-ale-650ml-x-12-bottles/,2023-09-25,Barahsinghe Pale Ale is brewed with Maris Otter Malt from England and Aromatic Hops.,"This English-style Pale Ale has a malty, full-bodied profile along with balanced hop bitterness and fruity notes.",Ingredients:
Carlsberg Danish Pilsner 500ML x 12 Cans,Beer,Beer Case,"4,380","4,160",Nepal,5%,500ML x 12 Cans,Carlsberg,https://liquorworld.com.np/product/carlsberg-danish-pilsner-500ml-x-12-cans/,2023-09-25,"Carlsberg Pilsner is a premium Danish lager with a 5% ABV. It’s a wonderfully crisp and refreshing, with a full flavour and a distinctive hoppy aroma.","Carlsberg Danish Pilsner is brewed with the principals learned from over 100 years brewing experience to produce a lager with distinctive citrus and floral hop aromas that delivers great depth of flavor, making it the perfect beer for those that value authentic and quality drinking experiences.",
Carlsberg Danish Pilsner Can 500ML,Beer,Domestic Beer, 365,N/A,Nepal,5%,500ML CAN,Carlsberg,https://liquorworld.com.np/product/carlsberg-danish-pilsner-can-500ml/,2023-09-25,"Carlsberg Pilsner is a premium Danish lager with a 5% ABV. It’s a wonderfully crisp and refreshing, with a full flavour and a distinctive hoppy aroma.","Carlsberg Danish Pilsner is brewed with the principals learned from over 100 years brewing experience to produce a lager with distinctive citrus and floral hop aromas that delivers great depth of flavor, making it the perfect beer for those that value authentic and quality drinking experiences.",
Barahsinghe Craft Hazy IPA 650ML x 12 Bottles,Beer,Beer Case,"5,340","5,070",Nepal,5.5%,650ML x 12 Bottles,Barahsinghe,https://liquorworld.com.np/product/barahsinghe-craft-hazy-ipa-650ml-x-12-bottles/,2023-09-25,"Barahsinghe Hazy IPA, a version of India Pale Ale, has a signature hazy appearance, fruity, juicy flavours without the extreme bitterness.","Brewed using an array of nine aromatic hops. Our Hazy IPA is dry-hopped with the hops varieties from the USA and England, which provides a more fruit-forward flavour and aroma and moderate bitterness.","Combines Maris Otter malt, malted wheat, oats, aromatic malts along with nine hop varieties. The marisotter malt adds a rich malty, nutty flavour, and the wheat and oats give our beer a hazy appearance and creamy, soft mouthfeel. The use of different aromatic hops imparts flavours and aromas of mango, orange, pineapple, peach and berries."
Barahsinghe Craft Hazy IPA Bottle 650ML,Beer,Domestic Beer, 445,N/A,Nepal,5.5%,650ML,Barahsinghe,https://liquorworld.com.np/product/barahsinghe-craft-hazy-ipa-bottle-650ml/,2023-09-25,"Barahsinghe Hazy IPA, a version of India Pale Ale, has a signature hazy appearance, fruity, juicy flavours without the extreme bitterness.","Brewed using an array of nine aromatic hops. Our Hazy IPA is dry-hopped with the hops varieties from the USA and England, which provides a more fruit-forward flavour and aroma and moderate bitterness.","Combines Maris Otter malt, malted wheat, oats, aromatic malts along with nine hop varieties. The marisotter malt adds a rich malty, nutty flavour, and the wheat and oats give our beer a hazy appearance and creamy, soft mouthfeel. The use of different aromatic hops imparts flavours and aromas of mango, orange, pineapple, peach and berries."
Sagatiba Pura Cachaca 1L,Rum,Imported Rum,"15,630","14,100",Brazil,40%,1L,Sagatiba,https://liquorworld.com.np/product/sagatiba-pura-cachaca-1l/,2023-09-25,"Sagatiba Cachaca is the Brazilian national spirit, refined from sugar cane. Cachaca is not unlike rum, the only differences being that it is distilled from sugar cane and not molasses as rum is, and that it must be produced in Brazil to carry the name Cachaca.","Sagatiba Pura Cachaca is a very clean spirit with the delicate flavour and aroma of fresh cut sugarcane. Sagatiba Pura’s unmatched versatility and mixability add Brasilian flair to any of your favourite cocktails, namely the classic favourite Caipirinha.",
Havana Club 7 Years 1L,Rum,Imported Rum,"6,540","5,885",Cuba,40%,1L,Havana Club,https://liquorworld.com.np/product/havana-club-7-years-1l/,2023-09-25,"Havana Club 7 Years Black is a stylish and exceptionally rich rum that holds the tastes of the Cuban terroir: aromatic tobacco, the sweet tropical fruits of the Cuban garden, molasses, spices and vanilla from the long ageing unfold, enhanced by the slow release of aromas.",It is a dark rum matured in barrels reveals the rich natural flavours of Cuba.,
Captain Morgan Black 1L,Rum,Imported Rum,"6,600","6,000",United States of America,40%,1L,Captain Morgan,https://liquorworld.com.np/product/captain-morgan-black-1l/,2023-09-25,"Captain Morgan Black is crafted from authentic Caribbean rum, and named after the famous pirate, has a distinctive dark colour and a premium, smooth taste. The blend of Caribbean rum is refined with exquisite spices such as cloves, cinnamon and cassia, making it wonderfully spicy. The final refinement is achieved by ageing it in charred oak barrels.","With its bold flavour and delicious silky finish, you can enjoy it on the rocks or with some cola and a slice of lime or with ginger ale for a true taste of the Caribbean.",
Barahsinghe Craft Pilsner 500ML x 12 Cans,Beer,Beer Case,"3,720","3,535",Nepal,5%,500ML x 12 Cans,Barahsinghe,https://liquorworld.com.np/product/barahsinghe-craft-pilsner-500ml-x-12-cans/,2023-09-25,Barahsinghe Craft is Nepal’s first dry hopped beer but with a Pilsner style finish.,"Brewed with imported German Malted Barley, Natural Spring Water and Aromatic Hops, this beer with floral, woody and spicy aromatics will certainly please your palate.","Ingredients: Malted Barley, Rice, Hops, Yeast and Natural Spring Water."
Captain Morgan Spiced Gold 1L,Rum,Imported Rum,"6,700","6,090",United States of America,35%,1L,Captain Morgan,https://liquorworld.com.np/product/captain-morgan-spiced-gold-1l/,2023-09-25,Captain Morgan Spiced Gold is a smooth and medium bodied rum made from the finest Caribbean rum expertly blended with adventurous spice and natural flavours. A secret recipe of adventurous spice & natural flavours that are expertly blended with fine Caribbean rum – then aged in charred white oak barrels to create a taste and colour as rich as a pocketful of gold doubloons. For a smooth and refreshing tasting drink.,"Tasting Notes: Notes of rich natural vanilla, brown sugar, dried fruit, warming spices with hints of oak, come together to create a perfectly balanced spirit with a smooth finish.","Captain Morgan Original Spiced Gold is best served in a tankard over ice, with cola and a slice of lime."
Khukri Coronation Rum 375ML,Rum,Domestic Rum,"2,600","2,500",Nepal,42.8%,375ML,Khukri,https://liquorworld.com.np/product/khukri-coronation-rum-375ml/,2023-09-25,"Introduced in 1974, Coronation Rum marks the coronation of His Royal Highness Bir Bikram Shah Dev. Filled in hand crafted bottles in the shape of the historic Khukri, the Coronation Rum carries a valiant sophistication in its taste and style.","Each bottle is individually hand crafted to the shape of the Khukuri, a dagger symbolic of Nepalese history and traditions.","Its uniquely rough finish speaks of the person it was made by and of the times it blends unto itself. From 1974 up until now, the Coronation Rum echoes a history, while giving you a taste of the present, crafted by hands encompassing decades."
Barahsinghe Craft Pilsner 330ML x 24 Bottles,Beer,Beer Case,"4,920","4,675",Nepal,5%,330ML x 24 Bottles,Barahsinghe,https://liquorworld.com.np/product/barahsinghe-craft-pilsner-330ml-x-24-bottles/,2023-09-25,Barahsinghe Craft is Nepal’s first dry hopped beer but with a Pilsner style finish.,"Brewed with imported German Malted Barley, Natural Spring Water and Aromatic Hops, this beer with floral, woody and spicy aromatics will certainly please your palate.","Ingredients: Malted Barley, Rice, Hops, Yeast and Natural Spring Water."
Barahsinghe Eight Super Strong Bottle 330ML,Beer,Domestic Beer, 172,N/A,Nepal,8%,330ML,Barahsinghe,https://liquorworld.com.np/product/barahsinghe-eight-super-strong-bottle-330ml/,2023-09-25,Nepal’s first Black Lager Beer.,Barahsinghe Eight is a crisp and balanced premium strong beer from Nepal.,"Brewed with Imported Roasted Dutch Malt Barley, imported German Wheat, Natural Spring Water and imported German Hops, this beer with floral aroma and refreshing taste will certainly please your palate."
Barahsinghe Eight Super Strong 330ML x 24 Bottles,Beer,Beer Case,"4,128","3,920",Nepal,8%,330ML x 24 Bottles,Barahsinghe,https://liquorworld.com.np/product/barahsinghe-eight-super-strong-330ml-x-24-bottles/,2023-09-25,Nepal’s first Black Lager Beer.,Barahsinghe Eight is a crisp and balanced premium strong beer from Nepal.,"Brewed with Imported Roasted Dutch Malt Barley, imported German Wheat, Natural Spring Water and imported German Hops, this beer with floral aroma and refreshing taste will certainly please your palate."
Barahsinghe Craft Maris Otter Pale Ale Bottle 330ML,Beer,Domestic Beer, 225,N/A,Nepal,5.5%,330ML,Barahsinghe,https://liquorworld.com.np/product/barahsinghe-craft-maris-otter-pale-ale-bottle-330ml/,2023-09-25,Barahsinghe Pale Ale is brewed with Maris Otter Malt from England and Aromatic Hops.,"This English-style Pale Ale has a malty, full-bodied profile along with balanced hop bitterness and fruity notes.",Ingredients:
Gorkha Strong Beer Can 500ML,Beer,Domestic Beer, 265,N/A,Nepal,6%,500ML Can,Gorkha,https://liquorworld.com.np/product/gorkha-strong-beer-can-500ml/,2023-09-25,Gorkha Strong was launched to the market in 2013 to cater those segments that prefer stronger beers. It is a malt liquor beer in the best quality. Gorkha Strong serves as a reward to those who want to relax with a strong beer after a long day of hard work.,Embodying the brave spirits of heroic Gorkha Soldiers!,Dedicated to the Brave!
Gorkha Strong Beer Bottle 650ML,Beer,Domestic Beer, 325,N/A,Nepal,6%,650ML,Gorkha,https://liquorworld.com.np/product/gorkha-strong-beer-bottle-650ml/,2023-09-25,Gorkha Strong was launched to the market in 2013 to cater those segments that prefer stronger beers. It is a malt liquor beer in the best quality. Gorkha Strong serves as a reward to those who want to relax with a strong beer after a long day of hard work.,Embodying the brave spirits of heroic Gorkha Soldiers!,Dedicated to the Brave!
Barahsinghe Craft Maris Otter Pale Ale 330ML x 24 Bottles,Beer,Beer Case,"5,400","5,130",Nepal,5.5%,330ML x 24 Bottles,Barahsinghe,https://liquorworld.com.np/product/barahsinghe-craft-maris-otter-pale-ale-330ml-x-24-bottles/,2023-09-25,Barahsinghe Pale Ale is brewed with Maris Otter Malt from England and Aromatic Hops.,"This English-style Pale Ale has a malty, full-bodied profile along with balanced hop bitterness and fruity notes.",Ingredients:
Tuborg Beer Can 500ML,Beer,Domestic Beer, 335,N/A,Nepal,5.5%,500ML Can,Tuborg,https://liquorworld.com.np/product/tuborg-beer-can-500ml/,2023-09-25,"Tuborg is a bottom-fermented larger beer. It’s brewed on lager malt, a slightly roasted, bright type of malt which result is the well-known mild, fresh taste and aroma of flowers and grain. The beer is medium rich and lively with a moderate bitterness in the aftertaste.","Launched in Nepal in 1990 and enjoyed worldwide since 1880, Tuborg is the largest selling, most preferred and therefore the number 1 beer brand in Nepal.",Tuborg recently unveiled its new look with the innovative Pull-Off Cap for the first time in Nepal.
Carlsberg Danish Pilsner Bottle 650ML,Beer,Domestic Beer, 465,N/A,Nepal,5%,650ML,Carlsberg,https://liquorworld.com.np/product/carlsberg-danish-pilsner-bottle-650ml/,2023-09-25,"Carlsberg Pilsner is a premium Danish lager with a 5% ABV. It’s a wonderfully crisp and refreshing, with a full flavour and a distinctive hoppy aroma.","Carlsberg Danish Pilsner is brewed with the principals learned from over 100 years brewing experience to produce a lager with distinctive citrus and floral hop aromas that delivers great depth of flavor, making it the perfect beer for those that value authentic and quality drinking experiences.",
Tuborg Beer Bottle 650ML,Beer,Domestic Beer, 425,N/A,Nepal,5.5%,650ML,Tuborg,https://liquorworld.com.np/product/tuborg-beer-bottle-650ml/,2023-09-25,"Tuborg is a bottom-fermented larger beer. It’s brewed on lager malt, a slightly roasted, bright type of malt which result is the well-known mild, fresh taste and aroma of flowers and grain. The beer is medium rich and lively with a moderate bitterness in the aftertaste.","Launched in Nepal in 1990 and enjoyed worldwide since 1880, Tuborg is the largest selling, most preferred and therefore the number 1 beer brand in Nepal.",Tuborg recently unveiled its new look with the innovative Pull-Off Cap for the first time in Nepal.
Nepal Ice Craft Pilsner Bottle 330ML,Beer,Domestic Beer, 190,N/A,Nepal,5%,330ML,Nepal Ice Pilsner,https://liquorworld.com.np/product/nepal-ice-craft-pilsner-bottle-330ml/,2023-09-25,Nepal Ice Craft Pilsner brings thirst quenching aromatic flavour to satisfy your palate.,"It is delicious and crisp, with a perfect hop balance.",
Khukri Spice Rum 750ML,Rum,Domestic Rum,"2,400","2,300",Nepal,42.8%,750ML,Khukri,https://liquorworld.com.np/product/khukri-spice-rum-750ml/,2023-09-25,Flavours that are extracted from authentic Nepalese spices are masterfully blended with distills of rich molasses and fresh spring water from the Himalayas.,"It is then aged in homes of exclusive wooden casks at high altitudes resulting in a tasteful concoction of assorted spices enriched with dry fruits that ends with a sweet, smooth and long finish.",COLOUR: Modern Auburn
Khukri White Rum 750ML,Rum,Domestic Rum,"2,400","2,300",Nepal,40%,750ML,Khukri,https://liquorworld.com.np/product/khukri-white-rum-750ml/,2023-09-25,Khukri White is a complex yet light white rum.,"Presenting delicate notes of tropical fruits with rich nutty undertones and a creamy character, Khukri White is charcoal filtered for an extra smooth taste.",This makes Khukri White Rum perfect for sipping neat or mixing in cocktails.
Grand Master XXX Rum 750ML,Rum,Domestic Rum,"1,800","1,765",Nepal,42.8%,750ML,Grand Master,https://liquorworld.com.np/product/grand-master-xxx-rum-750ml/,2023-09-25,MASTER YOUR MOVE,Grand Master Rum is carefully crafted through time and attention to offer exceptionally great taste and mixability.,"Each bottle echoes the superior rum experience ingrained in its passionate origins and our attention to texture, depth and quality."
Tuborg Beer 330ML x 24 Bottles,Beer,Beer Case,"5,280","5,015",Nepal,5.5%,330ML x 24 Bottles,Tuborg,https://liquorworld.com.np/product/tuborg-beer-330ml-x-24-bottles/,2023-09-25,"Tuborg is a bottom-fermented larger beer. It’s brewed on lager malt, a slightly roasted, bright type of malt which result is the well-known mild, fresh taste and aroma of flowers and grain. The beer is medium rich and lively with a moderate bitterness in the aftertaste.","Launched in Nepal in 1990 and enjoyed worldwide since 1880, Tuborg is the largest selling, most preferred and therefore the number 1 beer brand in Nepal.",Tuborg recently unveiled its new look with the innovative Pull-Off Cap for the first time in Nepal.
Gorkha Extra Strong Bottle 330ML,Beer,Domestic Beer, 175,N/A,Nepal,8%,330ML,Gorkha,https://liquorworld.com.np/product/gorkha-extra-strong-bottle-330ml/,2023-09-25,"Traditionally brewed with the finest hops, pure water and barley malt.",Gorkha extra strong with 8% Alc/Vol.,Dedicated to the Brave!
Gorkha Extra Strong 330ML x 24 Bottles,Beer,Beer Case,"4,200","3,990",Nepal,8%,330ML x 24 Bottles,Gorkha,https://liquorworld.com.np/product/gorkha-extra-strong-330ml-x-24-bottles/,2023-09-25,"Traditionally brewed with the finest hops, pure water and barley malt.",Gorkha extra strong with 8% Alc/Vol.,Dedicated to the Brave!
Budweiser Beer 650ML x 12 Bottles,Beer,Beer Case,"4,800","4,560",Nepal,5%,650ML x 12 Bottles,Budweiser,https://liquorworld.com.np/product/budweiser-beer-650ml-x-12-bottles/,2023-09-25,"Budweiser Beer also known as “The King of Beers”, was first introduced by Adolphus Busch in 1876 and it’s still brewed with same high standards today. Budweiser is a medium-bodied, flavourful, crisp American-style lager beer brewed with the finest barley malt, a blend of premium hop varieties, rice and water. This is the only beer in the word which is brewed for 30 days, twice as long as most beers in the world and is aged over Beachwood for 21 days for a crisp, smooth finish.","Currently, Budweiser is brewed and bottled in Nepal by Raj Brewery Pvt. Ltd. under Trademark License: ANHEUSER-BUSCH INBEV IN. LTD.",The King of Beers!
Budweiser Beer Bottle 650ML,Beer,Domestic Beer, 400,N/A,Nepal,5%,650ML,Budweiser,https://liquorworld.com.np/product/budweiser-beer-bottle-650ml/,2023-09-25,"Budweiser Beer also known as “The King of Beers”, was first introduced by Adolphus Busch in 1876 and it’s still brewed with same high standards today. Budweiser is a medium-bodied, flavourful, crisp American-style lager beer brewed with the finest barley malt, a blend of premium hop varieties, rice and water. This is the only beer in the word which is brewed for 30 days, twice as long as most beers in the world and is aged over Beachwood for 21 days for a crisp, smooth finish.","Currently, Budweiser is brewed and bottled in Nepal by Raj Brewery Pvt. Ltd. under Trademark License: ANHEUSER-BUSCH INBEV IN. LTD.",The King of Beers!
Carlsberg Danish Pilsner 650ML x 12 Bottles,Beer,Beer Case,"5,580","5,300",Nepal,5%,650ML x 12 Bottle,Carlsberg,https://liquorworld.com.np/product/carlsberg-danish-pilsner-650ml-x-12-bottles/,2023-09-25,"Carlsberg Pilsner is a premium Danish lager with a 5% ABV. It’s a wonderfully crisp and refreshing, with a full flavour and a distinctive hoppy aroma.","Carlsberg Danish Pilsner is brewed with the principals learned from over 100 years brewing experience to produce a lager with distinctive citrus and floral hop aromas that delivers great depth of flavor, making it the perfect beer for those that value authentic and quality drinking experiences.",
Budweiser Beer Bottle 330ML,Beer,Domestic Beer, 200,N/A,Nepal,5%,330ML,Budweiser,https://liquorworld.com.np/product/budweiser-beer-bottle-330ml/,2023-09-25,"Budweiser Beer also known as “The King of Beers”, was first introduced by Adolphus Busch in 1876 and it’s still brewed with same high standards today. Budweiser is a medium-bodied, flavourful, crisp American-style lager beer brewed with the finest barley malt, a blend of premium hop varieties, rice and water. This is the only beer in the word which is brewed for 30 days, twice as long as most beers in the world and is aged over Beachwood for 21 days for a crisp, smooth finish.","Currently, Budweiser is brewed and bottled in Nepal by Raj Brewery Pvt. Ltd. under Trademark License: ANHEUSER-BUSCH INBEV IN. LTD.",The King of Beers!
Budweiser Beer 330ML x 24 Bottles,Beer,Beer Case,"4,800","4,560",Nepal,5%,330ML x 24 Bottles,Budweiser,https://liquorworld.com.np/product/budweiser-beer-330ml-x-24-bottles/,2023-09-25,"Budweiser Beer also known as “The King of Beers”, was first introduced by Adolphus Busch in 1876 and it’s still brewed with same high standards today. Budweiser is a medium-bodied, flavourful, crisp American-style lager beer brewed with the finest barley malt, a blend of premium hop varieties, rice and water. This is the only beer in the word which is brewed for 30 days, twice as long as most beers in the world and is aged over Beachwood for 21 days for a crisp, smooth finish.","Currently, Budweiser is brewed and bottled in Nepal by Raj Brewery Pvt. Ltd. under Trademark License: ANHEUSER-BUSCH INBEV IN. LTD.",The King of Beers!
Barahsinghe Craft Pilsner Bottle 650ML,Beer,Domestic Beer, 400,N/A,Nepal,5%,650ML,Barahsinghe,https://liquorworld.com.np/product/barahsinghe-craft-pilsner-bottle-650ml/,2023-09-25,"Barahsinghe Craft Pilsner is Nepal’s first dry-hopped beer, brewed in accordance with the German purity law with 100% imported German malted barley, natural spring water and noble aromatic hops. This beer with floral, woody and spicy aromatics will certainly please your palate.","Ingredients: Malted Barley, Rice, Hops, Yeast and Natural Spring Water.",
Barahsinghe Craft Pilsner Can 500ML,Beer,Domestic Beer, 310,N/A,Nepal,5%,500ML CAN,Barahsinghe,https://liquorworld.com.np/product/barahsinghe-craft-pilsner-can-500ml/,2023-09-25,"Barahsinghe Craft Pilsner is Nepal’s first dry-hopped beer, brewed in accordance with the German purity law with 100% imported German malted barley, natural spring water and noble aromatic hops. This beer with floral, woody and spicy aromatics will certainly please your palate.","Ingredients: Malted Barley, Rice, Hops, Yeast and Natural Spring Water.",
Barahsinghe Craft Pilsner Bottle 330ML,Beer,Domestic Beer, 205,N/A,Nepal,5%,330ML,Barahsinghe,https://liquorworld.com.np/product/barahsinghe-craft-pilsner-bottle-330ml/,2023-09-25,"Barahsinghe Craft Pilsner is Nepal’s first dry-hopped beer, brewed in accordance with the German purity law with 100% imported German malted barley, natural spring water and noble aromatic hops. This beer with floral, woody and spicy aromatics will certainly please your palate.","Ingredients: Malted Barley, Rice, Hops, Yeast and Natural Spring Water.",
Barahsinghe Craft Pilsner 650ML x 12 Bottles,Beer,Beer Case,"4,788","4,545",Nepal,5%,650ML x 12 Bottles,Barahsinghe,https://liquorworld.com.np/product/barahsinghe-craft-pilsner-650ml-x-12-bottles/,2023-09-25,Barahsinghe Craft is Nepal’s first dry hopped beer but with a Pilsner style finish.,"Brewed with imported German Malted Barley, Natural Spring Water and Aromatic Hops, this beer with floral, woody and spicy aromatics will certainly please your palate.","Ingredients: Malted Barley, Rice, Hops, Yeast and Natural Spring Water."
Olmeca Tequila Gold 700ML,Tequila,Tequila,"5,895","5,360",Mexico,35%,700ML,Olmeca,https://liquorworld.com.np/product/olmeca-tequila-gold-700ml/,2023-09-25,Olmeca Tequila Gold is a unique blend of young and aged tequilas aged in ex bourbon casks for at least 5 months resulting a clean and harmonic balance of fresh tequila and wooden notes.,Colour: Pale straw colour.,Nose: White pepper and grain aromas with floral notes.
Mustang Premium Strong 330ML x 24 Bottles,Beer,Beer Case,"4,200","3,990",Nepal,8%,330ML x 24 Bottles,Mustang,https://liquorworld.com.np/product/mustang-premium-strong-330ml-x-24-bottles/,2023-09-25,~ Brewed with Natural ingredients ~,"Discover flavors of a lost kingdom…a land where the soul of the man is still considered to be as real as the feet he walks on, where beauty and happiness abound in spite of hardships.","~ Michael Peissel (Mustang, 1967)"
Nepal Ice Strong Beer 500ML x 12 Cans,Beer,Beer Case,"3,120","2,965",Nepal,7%,500ML x 12 Cans,Nepal Ice,https://liquorworld.com.np/product/nepal-ice-strong-beer-500ml-x-12-cans/,2023-09-25,"The excellent taste of Nepal Ice Strong comes from the perfect blend of the finest malts and grains, best hops and pure yeast.",Recall Your Happiness!,
Mustang Premium Strong Bottle 330ML,Beer,Domestic Beer, 175,N/A,Nepal,8%,330ML,Mustang,https://liquorworld.com.np/product/mustang-premium-strong-bottle-330ml/,2023-09-25,~ Brewed with Natural ingredients ~,"Discover flavors of a lost kingdom…a land where the soul of the man is still considered to be as real as the feet he walks on, where beauty and happiness abound in spite of hardships.","~ Michael Peissel (Mustang, 1967)"
Heineken Beer Bottle 330ML,Beer,Imported Beer,380,365,Netherlands,5%,330ML,Heineken,https://liquorworld.com.np/product/heineken-beer-bottle-330ml/,2023-09-25,"Heineken is a premium lager beer with 5% alcohol by volume produced by the Dutch brewing company Heineken International. It is well known for its signature green bottle and red star. This beer is made with delicate hops and malt aroma offering subtle fruity notes and a crisp, refreshing taste. Best served: Extra Cold.",Heineken is the Official beer partner of UEFA Champions League.,
Gorkha Strong Beer 650ML x 12 Bottles,Beer,Beer Case,"3,900","3,700",Nepal,6%,650ML x 12 Bottles,Gorkha,https://liquorworld.com.np/product/gorkha-strong-beer-650ml-x-12-bottles/,2023-09-25,Gorkha Strong was launched to the market in 2013 to cater those segments that prefer stronger beers. It is a malt liquor beer in the best quality. Gorkha Strong serves as a reward to those who want to relax with a strong beer after a long day of hard work. Gorkha Strong Beer also available on 500ML Can.,Embodying the brave spirits of heroic Gorkha Soldiers!,Dedicated to the Brave!
Gorkha Strong Beer 500ML x 12 Cans,Beer,Beer Case,"3,180","3,020",Nepal,6%,500ML x 12 Cans,Gorkha,https://liquorworld.com.np/product/gorkha-strong-beer-500ml-x-12-cans/,2023-09-25,Gorkha Strong was launched to the market in 2013 to cater those segments that prefer stronger beers. It is a malt liquor beer in the best quality. Gorkha Strong serves as a reward to those who want to relax with a strong beer after a long day of hard work. Gorkha Strong Beer also available on 500ML Can.,Embodying the brave spirits of heroic Gorkha Soldiers!,Dedicated to the Brave!
Gorkha Premium Beer Bottle 650ML,Beer,Domestic Beer, 400,N/A,Nepal,5%,650ML,Gorkha,https://liquorworld.com.np/product/gorkha-beer-bottle-650ml/,2023-09-25,"Gorkha is a premium quality Nepali beer, brewed with the finest hops, pure water and barley malt. The authentic Himalayan brew was launched in the Nepali market in 2006 to cater to those who prefer high quality local beer. Gorkha is exported to various countries worldwide.",Embodying the brave spirits of heroic Gorkha Soldiers!,Dedicated to the Brave!
Gorkha Premium Beer 650ML x 12 Bottles,Beer,Beer Case,"4,800","4,560",Nepal,5%,650ML x 12 Bottles,Gorkha,https://liquorworld.com.np/product/gorkha-beer-650ml-x-12-bottles/,2023-09-25,"Gorkha is a premium quality Nepali beer, brewed with the finest hops, pure water and barley malt. The authentic Himalayan brew was launched in the Nepali market in 2006 to cater to those who prefer high quality local beer. Gorkha is exported to various countries worldwide.",Embodying the brave spirits of heroic Gorkha Soldiers!,Dedicated to the Brave!
