title,category,sub-category,price,sale_price,in_stock,country,volume,alcohol,brand,url,scrapped_time,desc_1,desc_2,desc_3
Nepal Ice Strong Can 500ML,Beer,Domestic Beer,Rs. 260,N/A,1,Nepal,500ML,7%,Nepal Ice,https://cheers.com.np/liquor/product/nepal-ice-strong-can-500ml,2023-09-24,"The excellent taste of Nepal Ice comes from the perfect blend of the finest malts and grains, best hops and pure yeast.",,
Nepal Ice Strong Bottle 650ML,Beer,Domestic Beer,Rs. 310,N/A,1,Nepal,650ML,7%,Nepal Ice,https://cheers.com.np/liquor/product/nepal-ice-strong-bottle-650ml,2023-09-24,"The excellent taste of Nepal Ice comes from the perfect blend of the finest malts and grains, best hops and pure yeast.",,
Nepal Ice Strong 650ML x 12 Bottles,Beer,Beer Case,"Rs. 3,610",N/A,1,Nepal,650ML,7%,Nepal Ice,https://cheers.com.np/liquor/product/nepal-ice-strong-650ml-x-12-bottles,2023-09-24,"The excellent taste of Nepal Ice comes from the perfect blend of the finest malts and grains, best hops and pure yeast.",,
Nepal Ice Strong 500ML x 12 Cans,Beer,Beer Case,"Rs. 3,025",N/A,1,Nepal,500ML,7%,Nepal Ice,https://cheers.com.np/liquor/product/nepal-ice-strong-500ml-x-12-cans,2023-09-24,"The excellent taste of Nepal Ice comes from the perfect blend of the finest malts and grains, best hops and pure yeast.",,
Nepal Ice Premium Can 500ML,Beer,Domestic Beer,Rs. 350,N/A,0,Nepal,500ML,5.5%,Nepal Ice,https://cheers.com.np/liquor/product/nepal-ice-premium-can-500ml,2023-09-24,Nepal Ice Premium Lager beer is brewed from the finest Two-Row malt with exotic hops from Europe.,It is dedicated to lovers to premium beer.,
Nepal Ice Premium Bottle 650ML,Beer,Domestic Beer,Rs. 350,N/A,0,Nepal,650ML,5.5%,Nepal Ice,https://cheers.com.np/liquor/product/nepal-ice-premium-bottle-650ml,2023-09-24,Nepal Ice Premium Lager beer is brewed from the finest Two-Row malt with exotic hops from Europe.,It is dedicated to lovers to premium beer.,
Nepal Ice Premium 650ML x 12 Bottles,Beer,Beer Case,"Rs. 4,075",N/A,0,Nepal,650ML,5.5%,Nepal Ice,https://cheers.com.np/liquor/product/nepal-ice-premium-650ml-x-12-bottles,2023-09-24,Nepal Ice Premium Lager beer is brewed from the finest Two-Row malt with exotic hops from Europe.,It is dedicated to lovers to premium beer.,
Nepal Ice Premium 500ML x 12 Cans,Beer,Beer Case,"Rs. 3,200",N/A,0,Nepal,500ML,5.5%,Nepal Ice,https://cheers.com.np/liquor/product/nepal-ice-premium-500ml-x-12-cans,2023-09-24,Nepal Ice Premium Lager beer is brewed from the finest Two-Row malt with exotic hops from Europe.,It is dedicated to lovers to premium beer.,
Nepal Ice Natura Can 500ML,Beer,Domestic Beer,Rs. 290,N/A,0,Nepal,500ML,5%,Nepal Ice,https://cheers.com.np/liquor/product/nepal-ice-natura-can-500ml,2023-09-24,Nepal Ice Natura is the Nepal's first barley beer made from 100% Natural Barley. This type of barley beer is manufactured by few selected World Class Companies in the world and CG Brewery has joined this elite club to offer Nepalese Consumers unique experience of drinking this type of beer which makes use of Natural Barley.,"Being a product which is made from Natural Barley, Nepal Ice Natura beer has unique pleasant taste and mouth feel.",
Nepal Ice Natura Bottle 650ML,Beer,Domestic Beer,Rs. 385,N/A,0,Nepal,650ML,5%,Nepal Ice,https://cheers.com.np/liquor/product/nepal-ice-natura-bottle-650ml,2023-09-24,Nepal Ice Natura is the Nepal's first barley beer made from 100% Natural Barley. This type of barley beer is manufactured by few selected World Class Companies in the world and CG Brewery has joined this elite club to offer Nepalese Consumers unique experience of drinking this type of beer which makes use of Natural Barley.,"Being a product which is made from Natural Barley, Nepal Ice Natura beer has unique pleasant taste and mouth feel.",
Nepal Ice Natura 650ML x 12 Bottles,Beer,Beer Case,"Rs. 4,480",N/A,0,Nepal,650ML,5%,Nepal Ice,https://cheers.com.np/liquor/product/nepal-ice-natura-650ml-x-12-bottles,2023-09-24,Nepal Ice Natura is the Nepal's first barley beer made from 100% Natural Barley. This type of barley beer is manufactured by few selected World Class Companies in the world and CG Brewery has joined this elite club to offer Nepalese Consumers unique experience of drinking this type of beer which makes use of Natural Barley.,"Being a product which is made from Natural Barley, Nepal Ice Natura beer has unique pleasant taste and mouth feel.",
Nepal Ice Natura 500ML x 12 Cans,Beer,Beer Case,"Rs. 3,375",N/A,0,Nepal,500ML,5%,Nepal Ice,https://cheers.com.np/liquor/product/nepal-ice-natura-500ml-x-12-cans,2023-09-24,Nepal Ice Natura is the Nepal's first barley beer made from 100% Natural Barley. This type of barley beer is manufactured by few selected World Class Companies in the world and CG Brewery has joined this elite club to offer Nepalese Consumers unique experience of drinking this type of beer which makes use of Natural Barley.,"Being a product which is made from Natural Barley, Nepal Ice Natura beer has unique pleasant taste and mouth feel.",
Nepal Ice Natura 330ML x 24 Bottles,Beer,Beer Case,"Rs. 4,425",N/A,0,Nepal,330ML,5%,Nepal Ice,https://cheers.com.np/liquor/product/nepal-ice-natura-330ml-x-24-bottles,2023-09-24,Nepal Ice Natura is the Nepal's first barley beer made from 100% Natural Barley. This type of barley beer is manufactured by few selected World Class Companies in the world and CG Brewery has joined this elite club to offer Nepalese Consumers unique experience of drinking this type of beer which makes use of Natural Barley.,"Being a product which is made from Natural Barley, Nepal Ice Natura beer has unique pleasant taste and mouth feel.",
Nepal Ice Craft Pilsner Bottle 330ML,Beer,Domestic Beer,Rs. 190,N/A,0,Nepal,330ML,5%,Nepal Ice Pilsner,https://cheers.com.np/liquor/product/nepal-ice-craft-pilsner-bottle-330ml,2023-09-24,Nepal Ice Craft Pilsner brings thirst quenching aromatic flavour to satisfy your palate.,"It is delicious and crisp, with a perfect hop balance.",
Nepal Ice Craft Pilsner 650ML x 12 Bottles,Beer,Beer Case,"Rs. 4,365",N/A,0,Nepal,650ML,5%,Nepal Ice Pilsner,https://cheers.com.np/liquor/product/nepal-ice-craft-pilsner-650ml-x-12-bottles,2023-09-24,Nepal Ice Craft Pilsner brings thirst quenching aromatic flavour to satisfy your palate.,"It is delicious and crisp, with a perfect hop balance.",
Nepal Ice Craft Pilsner 330ML x 24 Bottles,Beer,Beer Case,"Rs. 4,425",N/A,0,Nepal,330ML,5%,Nepal Ice Pilsner,https://cheers.com.np/liquor/product/nepal-ice-craft-pilsner-330ml-x-24-bottles,2023-09-24,Nepal Ice Craft Pilsner brings thirst quenching aromatic flavour to satisfy your palate.,"It is delicious and crisp, with a perfect hop balance.",
Mustang Premium Strong Bottle 330ML,Beer,Domestic Beer,Rs. 165,N/A,0,Nepal,330ML,8%,Mustang,https://cheers.com.np/liquor/product/mustang-premium-strong-bottle-330ml,2023-09-24,"Discover flavors of a lost kingdom...a land where the soul of the man is still considered to be as real as the feet he walks on, where beauty and happiness abound in spite of hardships.","~ Michael Peissel (Mustang, 1967)",
Mustang Premium Strong 330ML x 24 Bottles,Beer,Beer Case,"Rs. 3,840",N/A,0,Nepal,330ML,8%,Mustang,https://cheers.com.np/liquor/product/mustang-premium-strong-330ml-x-24-bottles,2023-09-24,"Discover flavors of a lost kingdom...a land where the soul of the man is still considered to be as real as the feet he walks on, where beauty and happiness abound in spite of hardships.","~ Michael Peissel (Mustang, 1967)",
Kathmandu Premium Lager Bottle 650ML,Beer,Domestic Beer,Rs. 390,N/A,1,Nepal,650ML,5.5%,Kathmandu,https://cheers.com.np/liquor/product/kathmandu-premium-lager-bottle-650ml,2023-09-24,• Premium lager beer,• Blended with pristine Godawari spring water,• Brewed since 1996
Kathmandu Premium Lager Bottle 330ML,Beer,Domestic Beer,Rs. 200,N/A,1,Nepal,330ML,5.5%,Kathmandu,https://cheers.com.np/liquor/product/kathmandu-premium-lager-bottle-330ml,2023-09-24,• Premium lager beer,• Blended with pristine Godawari spring water,• Brewed since 1996
Kathmandu Premium Lager 650ML x 12 Bottles,Beer,Beer Case,"Rs. 4,585",N/A,1,Nepal,650ML,5.5%,Kathmandu,https://cheers.com.np/liquor/product/kathmandu-premium-lager-650ml-x-12-bottles,2023-09-24,• Premium lager beer,• Blended with pristine Godawari spring water,• Brewed since 1996
Kathmandu Premium Lager 330ML x 24 Bottles,Beer,Beer Case,"Rs. 4,700",N/A,1,Nepal,330ML,5.5%,Kathmandu,https://cheers.com.np/liquor/product/kathmandu-premium-lager-330ml-x-24-bottles,2023-09-24,• Premium lager beer,• Blended with pristine Godawari spring water,• Brewed since 1996
Iceberg Premium Strong Bottle 650ML,Beer,Domestic Beer,Rs. 335,N/A,1,Nepal,650ML,7%,Iceberg,https://cheers.com.np/liquor/product/iceberg-premium-strong-bottle-650ml,2023-09-24,Iceberg is a renowned name that takes pride as the top selling beers of Nepal in the 90's.,It is a legacy of Himalayan Brewery: a pioneer of locally brewed beers in Nepal.,"Since 1986, this beer has been offering you the finest taste crafted from the exquisite combination of exotic European hops and pristine spring water from the foothills of Godawari."
Iceberg Premium Strong Bottle 330ML,Beer,Domestic Beer,Rs. 185,N/A,1,Nepal,330ML,7%,Iceberg,https://cheers.com.np/liquor/product/iceberg-premium-strong-bottle-330ml,2023-09-24,Iceberg is a renowned name that takes pride as the top selling beers of Nepal in the 90's.,It is a legacy of Himalayan Brewery: a pioneer of locally brewed beers in Nepal.,"Since 1986, this beer has been offering you the finest taste crafted from the exquisite combination of exotic European hops and pristine spring water from the foothills of Godawari."
Iceberg Premium Strong 650ML x 12 Bottles,Beer,Beer Case,"Rs. 3,940",N/A,1,Nepal,650ML,7%,Iceberg,https://cheers.com.np/liquor/product/iceberg-premium-strong-650ml-x-12-bottles,2023-09-24,Iceberg is a renowned name that takes pride as the top selling beers of Nepal in the 90's.,It is a legacy of Himalayan Brewery: a pioneer of locally brewed beers in Nepal.,"Since 1986, this beer has been offering you the finest taste crafted from the exquisite combination of exotic European hops and pristine spring water from the foothills of Godawari."
Iceberg Premium Strong 330ML x 24 Bottles,Beer,Beer Case,"Rs. 4,350",N/A,1,Nepal,330ML,7%,Iceberg,https://cheers.com.np/liquor/product/iceberg-premium-strong-330ml-x-24-bottles,2023-09-24,Iceberg is a renowned name that takes pride as the top selling beers of Nepal in the 90's.,It is a legacy of Himalayan Brewery: a pioneer of locally brewed beers in Nepal.,"Since 1986, this beer has been offering you the finest taste crafted from the exquisite combination of exotic European hops and pristine spring water from the foothills of Godawari."
Himalayan Premium Lager Bottle 330ML,Beer,Domestic Beer,Rs. 180,N/A,1,Nepal,330ML,6%,Himalayan,https://cheers.com.np/liquor/product/himalayan-premium-lager-bottle-330ml,2023-09-24,"Brewed with natural spring water from the foothills of Godawari, Himalayan beer is crafted finely with exotic European hops and two-row malt.",,
Himalayan Premium Lager 650ML x 12 Bottles,Beer,Beer Case,"Rs. 3,765",N/A,1,Nepal,650ML,6%,Himalayan,https://cheers.com.np/liquor/product/himalayan-premium-lager-650ml-x-12-bottles,2023-09-24,"Brewed with natural spring water from the foothills of Godawari, Himalayan beer is crafted finely with exotic European hops and two-row malt.",,
Himalayan Premium Lager 330ML x 24 Bottles,Beer,Beer Case,"Rs. 4,235",N/A,1,Nepal,330ML,6%,Himalayan,https://cheers.com.np/liquor/product/himalayan-premium-lager-330ml-x-24-bottles,2023-09-24,"Brewed with natural spring water from the foothills of Godawari, Himalayan beer is crafted finely with exotic European hops and two-row malt.",,
Heineken Can 500ML,Beer,Imported Beer,Rs. 540,N/A,1,Netherlands,500ML,5%,Heineken,https://cheers.com.np/liquor/product/heineken-can-500ml,2023-09-24,Heineken is a pale lager beer with 5% alcohol by volume produced by the Dutch brewing company Heineken International. Heineken is well known for its signature green bottle and red star.,,
Heineken Can 330ML,Beer,Imported Beer,Rs. 380,N/A,1,Netherlands,330ML,5%,Heineken,https://cheers.com.np/liquor/product/heineken-can-330ml,2023-09-24,Heineken is a pale lager beer with 5% alcohol by volume produced by the Dutch brewing company Heineken International. Heineken is well known for its signature green bottle and red star.,,
Heineken Bottle 330ML,Beer,Imported Beer,Rs. 380,N/A,1,Netherlands,330ML,5%,Heineken,https://cheers.com.np/liquor/product/heineken-bottle-330ml,2023-09-24,Heineken is a pale lager beer with 5% alcohol by volume produced by the Dutch brewing company Heineken International. Heineken is well known for its signature green bottle and red star.,,
Heineken 500ML x 24 Cans,Beer,Beer Case,"Rs. 12,105",N/A,1,Netherlands,500ML,5%,Heineken,https://cheers.com.np/liquor/product/heineken-500ml-x-24-cans,2023-09-24,Heineken is a pale lager beer with 5% alcohol by volume produced by the Dutch brewing company Heineken International. Heineken is well known for its signature green bottle and red star.,,
Heineken 330ML x 24 Cans,Beer,Beer Case,"Rs. 8,845",N/A,1,Netherlands,330ML,5%,Heineken,https://cheers.com.np/liquor/product/heineken-330ml-x-24-cans,2023-09-24,Heineken is a pale lager beer with 5% alcohol by volume produced by the Dutch brewing company Heineken International. Heineken is well known for its signature green bottle and red star.,,
Heineken 330ML x 24 Bottles,Beer,Beer Case,"Rs. 8,845",N/A,1,Netherlands,330ML,5%,Heineken,https://cheers.com.np/liquor/product/heineken-330ml-x-24-bottles,2023-09-24,Heineken is a pale lager beer with 5% alcohol by volume produced by the Dutch brewing company Heineken International. Heineken is well known for its signature green bottle and red star.,,
Guinness Stout Can 330ML,Beer,Imported Beer,Rs. 410,N/A,0,Ireland,330ML,6.8%,Guinness,https://cheers.com.np/liquor/product/guinness-stout-can-330ml,2023-09-24,"Guinness Foreign Extra Stout is brewed with generous hops and roasted barley for a bittersweet balance and full-flavored, natural bite.","Developed for global export from Ireland, the addition of extra hops ensured this Stout would arrive in perfect condition.",This is Guinness with adventure in its soul.
Guinness Stout 330ML x 24 Cans,Beer,Beer Case,"Rs. 9,545",N/A,0,Ireland,330ML,6.8%,Guinness,https://cheers.com.np/liquor/product/guinness-stout-330ml-x-24-cans,2023-09-24,"Guinness Foreign Extra Stout is brewed with generous hops and roasted barley for a bittersweet balance and full-flavored, natural bite.","Developed for global export from Ireland, the addition of extra hops ensured this Stout would arrive in perfect condition.",This is Guinness with adventure in its soul.
Gorkha Strong Can 500ML,Beer,Domestic Beer,Rs. 265,N/A,1,Nepal,500ML,6%,Gorkha,https://cheers.com.np/liquor/product/gorkha-strong-can-500ml,2023-09-24,Gorkha Strong was launched to the market in 2013 to cater to those segments that prefer stronger beers. It is a malt liquor beer in the best quality.,Gorkha Strong serves as a reward to those who want to relax with a strong beer after a long day of hard work.,
Gorkha Strong Bottle 650ML,Beer,Domestic Beer,Rs. 325,N/A,1,Nepal,650ML,6%,Gorkha,https://cheers.com.np/liquor/product/gorkha-strong-bottle-650ml,2023-09-24,Gorkha Strong was launched to the market in 2013 to cater to those segments that prefer stronger beers. It is a malt liquor beer in the best quality.,Gorkha Strong serves as a reward to those who want to relax with a strong beer after a long day of hard work.,
Gorkha Strong 650ML x 12 Bottles,Beer,Beer Case,"Rs. 3,785",N/A,1,Nepal,650ML,6%,Gorkha,https://cheers.com.np/liquor/product/gorkha-strong-650ml-x-12-bottles,2023-09-24,Gorkha Strong was launched to the market in 2013 to cater to those segments that prefer stronger beers. It is a malt liquor beer in the best quality.,Gorkha Strong serves as a reward to those who want to relax with a strong beer after a long day of hard work.,
Gorkha Strong 500ML x 12 Cans,Beer,Beer Case,"Rs. 3,085",N/A,1,Nepal,500ML,6%,Gorkha,https://cheers.com.np/liquor/product/gorkha-strong-500ml-x-12-cans,2023-09-24,Gorkha Strong was launched to the market in 2013 to cater to those segments that prefer stronger beers. It is a malt liquor beer in the best quality.,Gorkha Strong serves as a reward to those who want to relax with a strong beer after a long day of hard work.,
Gorkha Premium Can 500ML,Beer,Domestic Beer,Rs. 300,N/A,1,Nepal,650ML,5%,Gorkha,https://cheers.com.np/liquor/product/gorkha-premium-can-500ml,2023-09-24,"Gorkha is a premium quality Nepali beer, brewed with the finest hops, pure water and barley malt. The authentic Himalayan brew was launched in the Nepali market in 2006 to cater to those who prefer high quality local beer. Gorkha is exported to various countries worldwide.",,
Gorkha Premium Bottle 650ML,Beer,Domestic Beer,Rs. 400,N/A,1,Nepal,650ML,5%,Gorkha,https://cheers.com.np/liquor/product/gorkha-premium-bottle-650ml,2023-09-24,"Gorkha is a premium quality Nepali beer, brewed with the finest hops, pure water and barley malt. The authentic Himalayan brew was launched in the Nepali market in 2006 to cater to those who prefer high quality local beer. Gorkha is exported to various countries worldwide.",,
Gorkha Premium Bottle 330ML,Beer,Domestic Beer,Rs. 200,N/A,1,Nepal,330ML,5%,Gorkha,https://cheers.com.np/liquor/product/gorkha-premium-bottle-330ml,2023-09-24,"Gorkha is a premium quality Nepali beer, brewed with the finest hops, pure water and barley malt. The authentic Himalayan brew was launched in the Nepali market in 2006 to cater to those who prefer high quality local beer. Gorkha is exported to various countries worldwide.",,
Gorkha Premium 650ML x 12 Bottles,Beer,Beer Case,"Rs. 4,655",N/A,1,Nepal,650ML,5%,Gorkha,https://cheers.com.np/liquor/product/gorkha-premium-650ml-x-12-bottles,2023-09-24,"Gorkha is a premium quality Nepali beer, brewed with the finest hops, pure water and barley malt. The authentic Himalayan brew was launched in the Nepali market in 2006 to cater to those who prefer high quality local beer. Gorkha is exported to various countries worldwide.",,
Gorkha Premium 500ML x 12 Cans,Beer,Beer Case,"Rs. 3,490",N/A,1,Nepal,500ML,5%,Gorkha,https://cheers.com.np/liquor/product/gorkha-premium-500ml-x-12-cans,2023-09-24,"Gorkha is a premium quality Nepali beer, brewed with the finest hops, pure water and barley malt. The authentic Himalayan brew was launched in the Nepali market in 2006 to cater to those who prefer high quality local beer. Gorkha is exported to various countries worldwide.",,
Gorkha Premium 330ML x 24 Bottles,Beer,Beer Case,"Rs. 4,655",N/A,1,Nepal,330ML,5%,Gorkha,https://cheers.com.np/liquor/product/gorkha-premium-330ml-x-24-bottles,2023-09-24,"Gorkha is a premium quality Nepali beer, brewed with the finest hops, pure water and barley malt. The authentic Himalayan brew was launched in the Nepali market in 2006 to cater to those who prefer high quality local beer. Gorkha is exported to various countries worldwide.",,
Gorkha Extra Strong Bottle 330ML,Beer,Domestic Beer,Rs. 175,N/A,1,Nepal,330ML,8%,Gorkha,https://cheers.com.np/liquor/product/gorkha-extra-strong-bottle-330ml,2023-09-24,Gorkha extra strong with 8% alc/vol,,
Gorkha Extra Strong 330ML x 24 Bottles,Beer,Beer Case,"Rs. 4,075",N/A,1,Nepal,330ML,8%,Gorkha,https://cheers.com.np/liquor/product/gorkha-extra-strong-330ml-x-24-bottles,2023-09-24,Gorkha extra strong with 8% alc/vol,,
Gorkha Craft Ruby Lager Bottle 650ML,Beer,Domestic Beer,Rs. 400,N/A,1,Nepal,650ML,5%,Gorkha,https://cheers.com.np/liquor/product/gorkha-craft-ruby-lager-bottle-650ml,2023-09-24,"Exquisitely rich in color and refreshing aroma, GORKHA CRAFT RUBY LAGER is moderately hoppy with balanced bitterness and full flavor of toasted Ruby malt.","Crafted with passion using imported malt, finest hops and pure water.",
Gorkha Craft Ruby Lager 650ML x 12 Bottles,Beer,Beer Case,"Rs. 4,655",N/A,1,Nepal,650ML,5%,Gorkha,https://cheers.com.np/liquor/product/gorkha-craft-ruby-lager-650ml-x-12-bottles,2023-09-24,"Exquisitely rich in color and refreshing aroma, GORKHA CRAFT RUBY LAGER is moderately hoppy with balanced bitterness and full flavor of toasted Ruby malt.","Crafted with passion using imported malt, finest hops and pure water.",
Fire Moon Winter Warmer Craft Bottle 330ML,Beer,Domestic Beer,Rs. 190,N/A,0,Nepal,330ML,5%,Fire Moon,https://cheers.com.np/liquor/product/fire-moon-winter-warmer-craft-bottle-330ml,2023-09-24,FIRE MOON is the first-ever winter beer in Nepal.,"Rich in color, full-bodied winter brew with aromatic spices, which works as a warmer during the cold winter.",Best served in room temperature.
Fire Moon Winter Warmer Craft 330ML x 24 Bottles,Beer,Beer Case,"Rs. 4,425",N/A,0,Nepal,330ML,5%,Fire Moon,https://cheers.com.np/liquor/product/fire-moon-winter-warmer-craft-330ml-x-24-bottles,2023-09-24,FIRE MOON is the first-ever winter beer in Nepal.,"Rich in color, full-bodied winter brew with aromatic spices, which works as a warmer during the cold winter.",Best served in room temperature.
Corona Extra 330ML x 24 Bottles,Beer,Beer Case,"Rs. 9,310",N/A,1,India,330ML,4.5%,Corona,https://cheers.com.np/liquor/product/corona-extra-330ml-x-24-bottles,2023-09-24,Corona is famous around the world for its smooth and refreshing taste. It displays a well-rounded character with pleasant malt and hop aromas.,Garnish your Corona beer traditionally with a lime or lemon wedge in the neck of the bottle  to heighten the citrus aromas and flavors.,
Chimay Trappist Brown Ale Red Bottle 330ML,Beer,Imported Beer,Rs. 625,N/A,1,Belgium,330ML,7%,Chimay,https://cheers.com.np/liquor/product/chimay-trappist-brown-ale-red-bottle-330ml,2023-09-24,It's beautiful brown colour is awash with hues ranging from smoldering copper to deep ruby.,It's balanced blend of generous fruity flavours and toffee pleases every palate.,"A succession of ripe fruits such as orange, peach and apricot is paired exquisitely with sweet malty flavours such as nougat and biscuit."
Chimay Trappist Blue Bottle 330ML,Beer,Imported Beer,Rs. 675,N/A,1,Belgium,330ML,9%,Chimay,https://cheers.com.np/liquor/product/chimay-trappist-blue-bottle-330ml,2023-09-24,"The beautiful warm, dark hues of Chimay Blue and its compact light-brown head put on a spectacular show.",This beer is without a shadow of a doubt a match made in heaven between luscious fruity aromas and delicious chocolate.,"It begins with a light sweet note before the creamy caramel transitions to a soft Mocha combined with an intense spicy taste, culminating in a delicious candied fruit finish."
Carlsberg Danish Pilsner Can 500ML,Beer,Domestic Beer,Rs. 365,N/A,1,Nepal,500ML,5%,Carlsberg,https://cheers.com.np/liquor/product/carlsberg-danish-pilsner-can-500ml,2023-09-24,"Probably the best beer in the world, Carlsberg Beer is the flagship brand in Carlsberg Group's portfolio. A regular in millions of bars across 140 countries worldwide, it is a truly international beer brand of exceptional taste and quality.","Carlsberg is brewed with an uncompromising quality using choicest barley, exclusive aromatic hops and the unique “SACCHAROMYCES CARLSBERGENSIS” yeast. Carlsberg has been produced since 1847 and was introduced in Nepal in 1995.",
Carlsberg Danish Pilsner 650ML x 12 Bottles,Beer,Beer Case,"Rs. 5,415",N/A,1,Nepal,650ML,5%,Carlsberg,https://cheers.com.np/liquor/product/carlsberg-danish-pilsner-650ml-x-12-bottles,2023-09-24,A Greener Green!,We wondered - could our green ink be greener? Probably.,"Ironically, it's the least environmentally friendly color. That's why we've switched the ink on our pilsner bottle labels to be cradle to cradle certified silver inks for better recycling. And the ink is made using renewable energy."
Carlsberg Danish Pilsner 500ML x 12 Cans,Beer,Beer Case,"Rs. 4,250",N/A,1,Nepal,500ML,5%,Carlsberg,https://cheers.com.np/liquor/product/carlsberg-danish-pilsner-500ml-x-12-cans,2023-09-24,"Probably the best beer in the world, Carlsberg Beer is the flagship brand in Carlsberg Group's portfolio. A regular in millions of bars across 140 countries worldwide, it is a truly international beer brand of exceptional taste and quality.",,"Carlsberg is brewed with an uncompromising quality using choicest barley, exclusive aromatic hops and the unique “SACCHAROMYCES CARLSBERGENSIS” yeast. Carlsberg has been produced since 1847 and was introduced in Nepal in 1995."
Budweiser Premium Bottle 330ML,Beer,Domestic Beer,Rs. 200,N/A,1,Nepal,330ML,5%,Budweiser,https://cheers.com.np/liquor/product/budweiser-premium-bottle-330ml,2023-09-24,KING OF BEERS - Now Brewed in Nepal!,"Budweiser is a medium-bodied, flavorful, crisp American-style lager.","Brewed by original process from the choicest hops, rice and best barley malt."
Budweiser Premium 650ML x 12 Bottles,Beer,Beer Case,"Rs. 4,655",N/A,1,Nepal,650ML,5%,Budweiser,https://cheers.com.np/liquor/product/budweiser-premium-650ml-x-12-bottles,2023-09-24,KING OF BEERS - Now Brewed in Nepal!,"Budweiser is a medium-bodied, flavorful, crisp American-style lager.","Brewed by original process from the choicest hops, rice and best barley malt."
Budweiser Premium 330ML x 24 Bottles,Beer,Beer Case,"Rs. 4,655",N/A,1,Nepal,330ML,5%,Budweiser,https://cheers.com.np/liquor/product/budweiser-premium-330ml-x-24-bottles,2023-09-24,KING OF BEERS - Now Brewed in Nepal!,"Budweiser is a medium-bodied, flavorful, crisp American-style lager.","Brewed by original process from the choicest hops, rice and best barley malt."
Budweiser Magnum Bottle 650ML,Beer,Domestic Beer,Rs. 360,N/A,1,Nepal,650ML,6.5%,Budweiser,https://cheers.com.np/liquor/product/budweiser-magnum-bottle-650ml,2023-09-24,"Budweiser is a medium-bodied, flavorful, crisp American-style lager. Brewed by original process from the choicest hops, rice and best barley malt.",,
Budweiser Magnum Bottle 330ML,Beer,Domestic Beer,Rs. 190,N/A,1,Nepal,330ML,6.5%,Budweiser,https://cheers.com.np/liquor/product/budweiser-magnum-bottle-330ml,2023-09-24,"Budweiser is a medium-bodied, flavorful, crisp American-style lager. Brewed by original process from the choicest hops, rice and best barley malt.",,
Budweiser Magnum 650ML x 12 Bottles,Beer,Beer Case,"Rs. 4,190",N/A,1,Nepal,650ML,6.5%,Budweiser,https://cheers.com.np/liquor/product/budweiser-magnum-650ml-x-12-bottles,2023-09-24,"Budweiser is a medium-bodied, flavorful, crisp American-style lager. Brewed by original process from the choicest hops, rice and best barley malt.",,
Budweiser Magnum 330ML x 24 Bottles,Beer,Beer Case,"Rs. 4,425",N/A,1,Nepal,330ML,6.5%,Budweiser,https://cheers.com.np/liquor/product/budweiser-magnum-330ml-x-24-bottles,2023-09-24,"Budweiser is a medium-bodied, flavorful, crisp American-style lager. Brewed by original process from the choicest hops, rice and best barley malt.",,
Barahsinghe Premium Strong Can 500ML,Beer,Domestic Beer,Rs. 250,N/A,1,Nepal,500ML,6%,Barahsinghe,https://cheers.com.np/liquor/product/barahsinghe-premium-strong-can-500ml,2023-09-24,Barahsinghe is a crisp and balanced Premium strong beer from Nepal.,"Brewed with imported Dutch Malted Barley, Natural Spring Water and imported German Hops, this beer with floral aroma and refreshing taste will certainly please your palate.","Ingredients: Malted Barley, Rice, Hops, Yeast and Natural Spring Water."
Barahsinghe Premium Strong Bottle 650ML,Beer,Domestic Beer,Rs. 310,N/A,1,Nepal,650ML,6%,Barahsinghe,https://cheers.com.np/liquor/product/barahsinghe-premium-strong-bottle-650ml,2023-09-24,Barahsinghe is a crisp and balanced Premium strong beer from Nepal.,"Brewed with imported Dutch Malted Barley, Natural Spring Water and imported German Hops, this beer with floral aroma and refreshing taste will certainly please your palate.","Ingredients: Malted Barley, Rice, Hops, Yeast and Natural Spring Water."
Barahsinghe Premium Strong 650ML x 12 Bottles,Beer,Beer Case,"Rs. 3,610",N/A,1,Nepal,650ML,6%,Barahsinghe,https://cheers.com.np/liquor/product/barahsinghe-premium-strong-650ml-x-12-bottles,2023-09-24,Barahsinghe is a crisp and balanced Premium strong beer from Nepal.,"Brewed with imported Dutch Malted Barley, Natural Spring Water and imported German Hops, this beer with floral aroma and refreshing taste will certainly please your palate.","Ingredients: Malted Barley, Rice, Hops, Yeast and Natural Spring Water."
Barahsinghe Premium Strong 500ML x 12 Cans,Beer,Beer Case,"Rs. 2,910",N/A,1,Nepal,500ML,6%,Barahsinghe,https://cheers.com.np/liquor/product/barahsinghe-premium-strong-500ml-x-12-cans,2023-09-24,Barahsinghe is a crisp and balanced Premium strong beer from Nepal.,"Brewed with imported Dutch Malted Barley, Natural Spring Water and imported German Hops, this beer with floral aroma and refreshing taste will certainly please your palate.","Ingredients: Malted Barley, Rice, Hops, Yeast and Natural Spring Water."
Barahsinghe Eight Super Strong Bottle 650ML,Beer,Domestic Beer,Rs. 310,N/A,1,Nepal,650ML,8%,Barahsinghe,https://cheers.com.np/liquor/product/barahsinghe-eight-super-strong-bottle-650ml,2023-09-24,Barahsinghe is a crisp and balanced Premium strong beer from Nepal.,"Brewed with imported Dutch Malted Barley, imported German Wheat, Natural Spring Water and imported German Hops, this beer with floral aroma and refreshing taste will certainly please your palate.","Ingredients: Malted Barley, Wheat, Rice, Hops, Yeast and Natural Spring Water."
